0.00238095,3,21,11066
0.00454545,3,22,3361
0.00652174,3,23,1109
0.00833333,3,24,2623
0.01,3,25,1076
0.0115385,3,26,977
0.012963,3,27,797
0.0142857,3,28,1018
0.0155172,3,29,241
0.0166667,3,30,1236
0.0177419,3,31,190
0.01875,3,32,512
0.019697,3,33,602
0.0205882,3,34,330
0.0214286,3,35,631
0.0222222,3,36,618
0.022973,3,37,132
0.0236842,3,38,149
0.024359,3,39,270
0.025,3,40,580
0.0256098,3,41,42
0.0261905,3,42,268
0.0267442,3,43,24
0.0272727,3,44,125
0.0277778,3,45,234
0.0282609,3,46,29
0.0287234,3,47,5
0.0291667,3,48,87
0.0295918,3,49,13
0.03,3,50,49
0.0303922,3,51,22
0.0307692,3,52,29
0.0311321,3,53,2
0.0314815,3,54,17
0.0318182,3,55,38
0.0321429,3,56,21
0.0324561,3,57,7
0.0333333,3,60,18
0.034127,3,63,3
0.0346154,3,65,1
0.0348485,3,66,1
0.0357143,3,70,1
0.05,4,6,28554
0.00238095,3,14,11066
0.00714286,3,15,2645
0.0113095,3,16,980
0.014986,3,17,344
0.018254,3,18,902
0.0211779,3,19,115
0.0238095,3,20,587
0.0261905,3,21,505
0.028355,3,22,168
0.0303313,3,23,248
0.0321429,3,24,249
0.0338095,3,25,194
0.035348,3,26,66
0.0367725,3,27,91
0.0380952,3,28,154
0.0393268,3,29,11
0.0404762,3,30,110
0.0415515,3,31,3
0.0425595,3,32,21
0.0435065,3,33,20
0.0443978,3,34,5
0.0452381,3,35,35
0.0460317,3,36,23
0.0467825,3,37,2
0.0474937,3,38,3
0.0481685,3,39,3
0.0488095,3,40,10
0.05,3,42,11
0.0510823,3,44,1
0.0738095,4,7,18572
0.000757576,3,11,28388
0.00833333,3,12,2623
0.0147436,3,13,762
0.0202381,3,14,606
0.025,3,15,580
0.0291667,3,16,433
0.0328431,3,17,93
0.0361111,3,18,380
0.0390351,3,19,63
0.0416667,3,20,342
0.0440476,3,21,208
0.0462121,3,22,73
0.0481884,3,23,22
0.05,3,24,143
0.0516667,3,25,28
0.0532051,3,26,9
0.0546296,3,27,18
0.0559524,3,28,20
0.0571839,3,29,1
0.0583333,3,30,26
0.0604167,3,32,1
0.0613636,3,33,1
0.0630952,3,35,2
0.0638889,3,36,2
0.0916667,4,8,34824
0.00555556,3,10,4113
0.0146465,3,11,549
0.0222222,3,12,618
0.0286325,3,13,503
0.034127,3,14,267
0.0388889,3,15,371
0.0430556,3,16,152
0.046732,3,17,27
0.05,3,18,274
0.052924,3,19,38
0.0555556,3,20,132
0.0579365,3,21,31
0.060101,3,22,17
0.0620773,3,23,4
0.0638889,3,24,24
0.0655556,3,25,4
0.067094,3,26,1
0.0685185,3,27,4
0.0698413,3,28,2
0.0722222,3,30,1
0.105556,4,9,7132
0.0257576,3,11,526
0.0333333,3,12,461
0.0397436,3,13,163
0.0452381,3,14,173
0.05,3,15,274
0.0541667,3,16,151
0.0578431,3,17,50
0.0611111,3,18,87
0.0640351,3,19,12
0.0666667,3,20,75
0.0690476,3,21,25
0.0712121,3,22,10
0.0731884,3,23,1
0.075,3,24,12
0.0782051,3,26,1
0.0796296,3,27,1
0.116667,4,10,2022
0.0424242,3,12,217
0.0488345,3,13,30
0.054329,3,14,51
0.0590909,3,15,140
0.0632576,3,16,23
0.066934,3,17,5
0.070202,3,18,14
0.073126,3,19,1
0.0757576,3,20,17
0.0781385,3,21,3
0.080303,3,22,6
0.125758,4,11,507
0.0564103,3,13,141
0.0619048,3,14,112
0.0666667,3,15,178
0.0708333,3,16,44
0.0745098,3,17,10
0.0777778,3,18,36
0.0807018,3,19,4
0.0833333,3,20,28
0.0857143,3,21,7
0.133333,4,12,560
0.068315,3,14,46
0.0730769,3,15,20
0.0772436,3,16,3
0.0809201,3,17,1
0.084188,3,18,4
0.087112,3,19,1
0.0897436,3,20,4
0.139744,4,13,79
0.0785714,3,15,36
0.0827381,3,16,9
0.0864146,3,17,1
0.0896825,3,18,10
0.0926065,3,19,1
0.0952381,3,20,6
0.097619,3,21,1
0.145238,4,14,64
0.0875,3,16,17
0.0911765,3,17,2
0.0944444,3,18,10
0.1,3,20,3
0.102381,3,21,1
0.15,4,15,33
0.0953431,3,17,1
0.0986111,3,18,3
0.104167,3,20,1
0.154167,4,16,5
0.111111,3,20,1
0.161111,4,18,1
0.216667,5,5,92353
0.00714286,3,10,2645
0.0162338,3,11,560
0.0238095,3,12,587
0.0302198,3,13,170
0.0357143,3,14,322
0.0404762,3,15,320
0.0446429,3,16,155
0.0483193,3,17,104
0.0515873,3,18,183
0.0545113,3,19,30
0.0571429,3,20,78
0.0595238,3,21,65
0.0616883,3,22,14
0.0636646,3,23,4
0.0654762,3,24,24
0.0671429,3,25,4
0.0686813,3,26,1
0.0701058,3,27,3
0.0714286,3,28,4
0.0738095,3,30,1
0.107143,4,7,5274
0.0138889,3,9,1126
0.025,3,10,580
0.0340909,3,11,256
0.0416667,3,12,342
0.0480769,3,13,182
0.0535714,3,14,180
0.0583333,3,15,191
0.0625,3,16,118
